intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
15650000,0.06582267833109018,0.00668032611943484,0.06582267833109018,0.025959597328166707,1.2242811501597444,1.0,0.5787931237152174,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_000003025.6 pig (Sus scrofa),2edac3821d65091319e98478f22e942c,0.00668032611943484,15650000,0,222110000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9480492372114512,0.9064606874724865,0.9272549623419688,0.9480492372114512,False,1916,1916,73807,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;unclassified Sus scrofa subspecies/strain
5300000,0.022291386271870793,2.5930135571392146e-05,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_028533215.1 North Sulawesi babirusa (Babyrousa celebensis),9e113c6dcedb7ae538351720d0618ddf,0.002290495308806306,60000,299,116530000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.928133676472865,0.8876339607714632,0.907883818622164,0.928133676472865,False,7,49364,73807,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Babyrousa;Babyrousa celebensis;unclassified Babyrousa celebensis subspecies/strain
130000,0.0005467698519515477,0.01675977653631285,0.00025235531628532975,0.0003793678106412671,4.666666666666667,1.5,6.497862896539309,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_017811815.1 Flavonifractor sp. AGMB03687,020d84d917505a787c840bec17eba3f7,0.036312849162011177,60000,300,116470000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8630488605981727,0.9370567399154366,0.9000528002568047,0.9370567399154366,False,28,49392,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp017811815
70000,0.00029441453566621804,0.020066889632107024,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.47140452079103173,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_900543325.1 uncultured Clostridium sp.,2feca6fd24322ec82b845a8753c28c94,0.023411371237458192,60000,301,116410000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.9290262332218767,0.8908313535193624,0.9290262332218767,False,8,49400,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900543325
70000,0.00029441453566621804,0.03550295857988166,0.00025235531628532975,8.129310228027151e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022779285.1 Peptoniphilaceae bacterium,bd758731e2024552287621658b5f8ef6,0.04142011834319527,60000,302,116350000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.9394777451792732,0.8960571094980605,0.9394777451792732,False,6,49406,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__JALFST01;s__JALFST01 sp022779285
60000,0.00025235531628532975,0.02097902097902098,0.00025235531628532975,0.00012193965342040727,1.5,1.0,1.118033988749895,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_900554225.1 uncultured Eubacteriales bacterium,4b868564269da1599824e11b316a5c26,0.02097902097902098,60000,303,116290000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.927030083321969,0.8885466505538397,0.927030083321969,True,9,49415,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp900554225
60000,0.00025235531628532975,0.03076923076923077,0.00025235531628532975,0.00012193965342040727,1.5,1.0,0.7637626158259734,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_934613185.1 uncultured Clostridia bacterium,961d1e93be5d25b1d42c26989bb0c2f6,0.03076923076923077,60000,304,116230000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9340179620747326,0.8920405899302215,0.9340179620747326,True,9,49424,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Maliibacteriaceae;g__RGIG9107;s__RGIG9107 sp934613185
70000,0.00029441453566621804,0.03488372093023256,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_900546445.1 uncultured Bacteroidales bacterium,3ab9225a043ee69f10d802498d5a9133,0.040697674418604654,60000,305,116170000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.9391536672313843,0.8958950705241161,0.9391536672313843,False,7,49431,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546445
60000,0.00025235531628532975,0.03,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.4714045207910317,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034090985.1 Rothia sp. (in: high G+C Gram-positive bacteria),a7e6cafc1c2853cbb0628359d49897bf,0.03,60000,306,116110000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9335544048432487,0.8918088113144795,0.9335544048432487,True,8,49439,73807,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp034090985
110000,0.0004626514131897712,0.026905829596412557,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_021531375.1 Pseudoflavonifractor phocaeensis,3ec1d3d845bcce50d74e7b05545ac41d,0.04932735426008968,60000,307,116050000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8602265083238531,0.9427016582462465,0.9014640832850498,0.9427016582462465,False,7,49446,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter phocaeensis_B
60000,0.00025235531628532975,0.02843601895734597,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_029227655.1 bacterium,875fd19f0138ab95d29e228962a3911f,0.02843601895734597,60000,308,115990000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9325748559938799,0.8913190368897952,0.9325748559938799,True,7,49453,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp029227655
1420000,0.005972409152086138,0.011214953271028037,0.00025235531628532975,0.00021678160608072406,2.6666666666666665,2.5,1.247219128924647,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_910576095.1 Parabacteroides distasonis,af018a44721b01136777beca622496dd,0.26542056074766357,60000,309,115930000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9044719217686659,0.9743266895526378,0.9393993056606518,0.9743266895526378,False,16,49469,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
70000,0.00029441453566621804,0.024,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945868325.1 uncultured Clostridia bacterium,bc3078518eb20da0944e2f0fe516e4a5,0.028,60000,310,115870000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.9322923449864523,0.8924644094016501,0.9322923449864523,False,7,49476,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFMI01;s__SFMI01 sp004556155
60000,0.00025235531628532975,0.020761245674740483,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034112565.1 Candidatus Flemingiibacterium sp.,abae3c6cc5b5233fdadf9ff5b24d4c81,0.020761245674740483,60000,311,115810000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9268404273295426,0.8884518225576266,0.9268404273295426,True,7,49483,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingiibacterium;s__Flemingiibacterium sp900546315
480000,0.002018842530282638,0.030303030303030304,0.00025235531628532975,0.00014903735418049779,1.8333333333333333,1.0,1.2133516482134197,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_905203005.1 uncultured Eubacteriales bacterium,d2b510a8bd4657581cf08e607f1f69c5,0.24242424242424243,60000,312,115750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8854394577107502,0.972596861212197,0.9290181594614736,0.972596861212197,False,11,49494,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp902388735
410000,0.00172442799461642,0.01834862385321101,0.00025235531628532975,8.129310228027151e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_958365965.1 Cloacibacillus porcorum,6e3d05733c87f30e4b885db06d268e9d,0.12538226299694188,60000,313,115690000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8827069985223139,0.9601041678410527,0.9214055831816833,0.9601041678410527,False,6,49500,73807,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum
760000,0.00319650067294751,0.023529411764705882,0.00025235531628532975,0.00013548850380045254,1.6666666666666667,1.0,1.1055415967851332,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_938005425.1 uncultured Porphyromonadaceae bacterium,17b624cf00579483ea16745f1132561f,0.2980392156862745,60000,314,115630000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8934537066216529,0.9765435941744861,0.9349986503980695,0.9765435941744861,False,10,49510,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001701135
270000,0.0011355989232839838,0.05217391304347826,0.00025235531628532975,0.0002032327557006788,2.5,2.0,1.8027756377319946,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_959603115.1 uncultured Clostridium sp.,89a84188ad835c573ec11db954b76a32,0.23478260869565218,60000,315,115570000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8755063758700702,0.9719862384499038,0.923746307159987,0.9719862384499038,False,15,49525,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola sp900547225
80000,0.00033647375504710633,0.023809523809523808,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.4714045207910317,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945876775.1 uncultured Bacteroidales bacterium,ce471035eb2cdc5ba25c582e4158bfdd,0.031746031746031744,60000,316,115510000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8548718250993794,0.9345904989903611,0.8947311620448702,0.9345904989903611,False,8,49533,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp034089285
190000,0.0007991251682368775,0.008902077151335312,0.00025235531628532975,0.00014903735418049779,1.8333333333333333,1.0,1.462494064565354,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_000371685.1 Enterocloster bolteae 90B3,3d3de9d42ceab0c38c0a2feda3a3e980,0.028189910979228485,60000,317,115450000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8694947358963101,0.9324159209774742,0.9009553284368921,0.9324159209774742,False,11,49544,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae
60000,0.00025235531628532975,0.011320754716981131,0.00025235531628532975,9.484195266031677e-05,1.1666666666666667,1.0,0.3726779962499649,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_036750505.1 Enterocloster lavalensis,6fcc95b8c260ff58c39b237d0793b3de,0.011320754716981131,60000,318,115390000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9158844672204532,0.8829738425030819,0.9158844672204532,True,7,49551,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster lavalensis
320000,0.0013458950201884253,0.02643171806167401,0.00025235531628532975,0.00012193965342040727,1.5,1.0,0.7637626158259734,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_959023425.1 uncultured Ruminococcus sp.,9b515ce5e0a5e30e711c65f378fdfe0a,0.14096916299559473,60000,319,115330000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8784278607898806,0.9623125711716973,0.9203702159807889,0.9623125711716973,False,9,49560,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115
1000000,0.004205921938088829,0.031914893617021274,0.00025235531628532975,0.0001761350549405883,2.1666666666666665,1.5,1.4624940645653537,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945875795.1 uncultured Lactobacillus sp.,dc77c18a17b0fc507261d70da470de8c,0.5319148936170213,60000,320,115270000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8982744422590048,0.9876984128570229,0.9429864275580138,0.9876984128570229,False,13,49573,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis
240000,0.001009421265141319,0.010273972602739725,0.00025235531628532975,0.00021678160608072406,2.6666666666666665,1.0,2.924988129130708,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_963921755.1 Enterocloster aldenensis,99c21db50f70b8dd340c38e7ee21eaaf,0.0410958904109589,60000,321,115210000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8734867520623427,0.9393329922686893,0.906409872165516,0.9393329922686893,False,16,49589,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
70000,0.00029441453566621804,0.016574585635359115,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.4714045207910317,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034102685.1 Blautia sp.,cc0686f38dcf3e17b09f067afe7777af,0.019337016574585635,60000,322,115150000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.92554980472037,0.889093139268609,0.92554980472037,False,8,49597,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp022770365
120000,0.0005047106325706595,0.028985507246376812,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.7453559924999299,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_023497905.1 Phascolarctobacterium succinatutens,a1f863f4a6b879fd374ff21d9d9eda18,0.057971014492753624,60000,323,115090000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8616953981258715,0.945690950797924,0.9036931744618977,0.945690950797924,False,8,49605,73807,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens
70000,0.00029441453566621804,0.02857142857142857,0.00025235531628532975,0.00012193965342040727,1.5,1.0,1.118033988749895,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_034102325.1 Dysosmobacter sp.,566312b704934b0eab9700cc09ee6010,0.03333333333333333,60000,324,115030000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8526364738168479,0.9354850213892802,0.8940607476030641,0.9354850213892802,False,9,49614,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp945873695
160000,0.0006729475100942127,0.0335195530726257,0.00025235531628532975,0.0006096982671020364,7.5,5.5,7.477744758058185,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945917815.1 uncultured Clostridia bacterium,6d705976fa16473172bcc3816534e4af,0.0893854748603352,60000,325,114970000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8665698059427116,0.9537545150249623,0.910162160483837,0.9537545150249623,False,45,49659,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFDB01;s__SFDB01 sp004558825
1080000,0.004542395693135935,0.030612244897959183,0.00025235531628532975,0.00018968390532063354,2.3333333333333335,2.5,1.1055415967851334,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945939195.1 uncultured Clostridia bacterium,2cb162a4486c0bdb1d8034813af44dbc,0.5510204081632653,60000,326,114910000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8996309976341097,0.9883820658607099,0.9440065317474098,0.9883820658607099,False,14,49673,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp022781505
590000,0.002481493943472409,0.03225806451612903,0.00025235531628532975,0.00012193965342040727,1.5,1.5,0.5,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945871825.1 uncultured Firmicutes bacterium,bc29db2e6ccaa4790a1528120196cc8a,0.3172043010752688,60000,327,114850000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8890290361427087,0.9777376402227478,0.9333833381827282,0.9777376402227478,False,9,49682,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp945828095
1050000,0.004416218034993271,0.027149321266968326,0.00025235531628532975,0.0003522701098811766,4.333333333333333,3.5,2.560381915956203,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_034427135.1 Enterococcus cecorum,e1b583bf77eef27870c500b78e776088,0.4751131221719457,60000,328,114790000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8991342055562407,0.9855137472507854,0.9423239764035131,0.9855137472507854,False,26,49708,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__Enterococcus_E cecorum
1140000,0.004794751009421265,0.03125,0.00025235531628532975,0.0005148563144417196,6.333333333333333,2.5,6.574360974438673,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022778405.1 Christensenellaceae bacterium,3b76b02f4c7f0180e7a5151652ac3487,0.59375,60000,329,114730000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9005852395999613,0.9898305537741735,0.9452078966870674,0.9898305537741735,False,38,49746,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855
1280000,0.005383580080753701,0.020833333333333332,0.00025235531628532975,0.00016258620456054303,2.0,1.0,1.5275252316519468,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034169145.1 Prevotella sp.,0c492ec4c7af29d1ecea32a3524a4151,0.4444444444444444,60000,330,114670000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9026329842162978,0.9842251545792874,0.9434290693977926,0.9842251545792874,False,12,49758,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975
60000,0.00025235531628532975,0.03076923076923077,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.4714045207910317,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945947125.1 uncultured Spirochaetales bacterium,70f1ce9e8c032b878cd1f69e7bbb4609,0.03076923076923077,60000,331,114610000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8500632177857105,0.9340179620747326,0.8920405899302215,0.9340179620747326,True,8,49766,73807,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp022785155
470000,0.00197678331090175,0.019867549668874173,0.00025235531628532975,8.129310228027151e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_963635295.1 bacterium,876d3843adf75f6d9e11dcfff9c76b31,0.15562913907284767,60000,332,114550000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8850740131611111,0.9641811693933592,0.9246275912772352,0.9641811693933592,False,6,49772,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp905193385
650000,0.0027338492597577388,0.02459016393442623,0.00025235531628532975,0.00010839080304036203,1.3333333333333333,1.0,0.4714045207910317,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_958444675.1 uncultured Romboutsia sp.,95c8a9c3eb9c3cbee429ff224162f3da,0.26639344262295084,60000,333,114490000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.890718920732207,0.9743965901400553,0.9325577554361312,0.9743965901400553,False,8,49780,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis
550000,0.002313257065948856,0.03636363636363636,0.00025235531628532975,0.00016258620456054303,2.0,1.5,1.4142135623730951,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945916005.1 uncultured Oscillibacter sp.,20f935e169322a718776ef94ca1cca12,0.3333333333333333,60000,334,114430000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8878060815101431,0.9786889418539977,0.9332475116820704,0.9786889418539977,False,12,49792,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp022778785
50000,0.00021029609690444146,0.06172839506172839,0.00021029609690444146,6.774425190022627e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_900552235.1 uncultured Mycoplasmatota bacterium,b94fa328a4d6327b83689e46fb6e30fa,0.06172839506172839,50000,335,114380000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,,,,,True,5,49797,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-611;s__CAG-611 sp900552235
50000,0.00021029609690444146,0.0176678445229682,0.00021029609690444146,0.0002574281572208598,3.8,2.0,4.166533331199932,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004558305.1 Phocaeicola plebeius,66325aaada1f45529083314d5d7d7c43,0.0176678445229682,50000,336,114330000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8470297246704097,0.9239129413638785,0.8854713330171441,0.9239129413638785,True,19,49816,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_B
240000,0.001009421265141319,0.011389521640091117,0.00021029609690444146,0.00013548850380045254,2.0,1.0,1.2649110640673518,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_000174195.1 Roseburia inulinivorans DSM 16841,9b33917e7001669db317aaa316ae9748,0.05466970387243736,50000,337,114280000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8734867520623427,0.9446043380354326,0.9090455450488877,0.9446043380354326,False,10,49826,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
360000,0.0015141318977119785,0.020242914979757085,0.00021029609690444146,6.774425190022627e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004557905.1 Clostridiales bacterium,519ddcb9e6793a90fcb2d78aa332d884,0.145748987854251,50000,338,114230000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.880458909133583,0.9629419541527686,0.9217004316431758,0.9629419541527686,False,5,49831,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp004557905
100000,0.0004205921938088829,0.01358695652173913,0.00021029609690444146,6.774425190022627e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004562765.1 bacterium,a8feb8bcdec67b4b4197b2c0629d5078,0.02717391304347826,50000,339,114180000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8586203949931513,0.9317450658777082,0.8951827304354298,0.9317450658777082,False,5,49836,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__W0P33-017 sp004562765
50000,0.00021029609690444146,0.009541984732824428,0.00021029609690444146,6.774425190022627e-05,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_934632195.1 uncultured Victivallis sp.,028b88d3e45ca3c18918c89dd8fa82e6,0.009541984732824428,50000,340,114130000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8470297246704097,0.912819844313394,0.8799247844919018,0.912819844313394,True,5,49841,73807,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis
420000,0.0017664872139973081,0.024875621890547265,0.00021029609690444146,8.129310228027151e-05,1.2,1.0,0.4,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_959607635.1 uncultured Oscillospiraceae bacterium,fa73e12afb390a64d34f4dd211e83a26,0.208955223880597,50000,341,114080000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8831241770227153,0.9697676898462597,0.9264459334344874,0.9697676898462597,False,6,49847,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105
440000,0.0018506056527590848,0.019762845849802372,0.00021029609690444146,0.00013548850380045254,2.0,1.0,2.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_945905825.1 uncultured Prevotella sp.,121014b2f9f31e5e0ca5e1a7afabd3cd,0.17391304347826086,50000,342,114030000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8839300925771255,0.96628347409999,0.9251067833385578,0.96628347409999,False,10,49857,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pectinovora
